Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo,topstar,Release_year,cluster_tfidf_first,cluster_tfidf_second,cluster_lda_major_first,cluster_lda_major_second,cluster_lda_major_second_finer
Flawless,Joel Schumacher,Joel Schumacher,MGM,Declan Quinn,Robert De Niro,Philip Seymour Hoffman,Barry Miller,Chris Bauer,Skipp Sudduth,Comedy,1999,,4485485.0,18750000.0,,Native-born,North America (US),US,,,,1,1999,13,18,21,0,2
Flawless,Michael Radford,Michael Pierce,Magnolia Pictures,,,,,,,Drama,2008,1.0,1198612.0,20000000.0,,Foreign-born,Asia,India,Male,,,0,1999,13,18,21,0,2
For Love of the Game,Sam Raimi,Armyan Bernstein,Universal,John Bailey,,,,,,Adaptation,1999,,35168395.0,59400000.0,,Native-born,North America (US),US,,,,0,1999,7,21,11,3,2
Forces of Nature,Bronwen Hughes,Susan Arnold,Dreamworks SKG,Elliot Davis,Sandra Bullock,Ben Affleck,Maura Tierney,Steve Zahn,Blythe Danner,Comedy,1999,,52900680.0,49500000.0,,,,,,,41000000.0,1,1999,14,16,1,4,14
Galaxy Quest,Dean Parisot,Mark Johnson,Dreamworks SKG,Jerzy Zielinski,Tim Allen,Sigourney Weaver,Alan Rickman,Tony Shalhoub,Sam Rockwell,Action,1999,,71423726.0,49500000.0,45000000.0,,,,,,19100000.0,1,1999,19,13,6,5,2
"Girl, Interrupted",James Mangold,Cathy Konrad,Sony Pictures,Jack N Green,Winona Ryder,Angelina Jolie,Clea DuVall,Brittany Murphy,Elisabeth Moss,Biopic,1999,,28871190.0,22000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1999,4,11,21,11,2
Gloria,Sidney Lumet,Gary Foster,Sony Pictures,David Watkin,,,,,,Drama,1999,,4155234.0,30800000.0,,Native-born,North America (US),US,,,,0,1999,21,5,6,18,16
Go,Doug Liman,Paul Rosenberg,Sony Pictures,Doug Liman,Katie Holmes,Sarah Polley,Suzanne Krull,Desmond Askew,Nathan Bexton,Crime,1999,,16842303.0,11000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1999,22,19,18,13,2
Guinevere,Audrey Wells,Jonathan King,Miramax,Charles Minsky,Sarah Polley,Stephen Rea,Carrie Preston,Tracy Letts,Gina Gershon,Drama,1999,,614202.0,2187500.0,,Native-born,North America (US),US,,,,1,1999,10,0,22,20,0
"Happy, Texas",Mark Illsley,Mark Illsley,Miramax,Bruce Douglas Johnson,,,,,,Comedy,1999,,1943649.0,1700000.0,,Native-born,North America (US),US,,,,0,1999,7,4,9,5,17
Hell's Kitchen,Tony Cinciripini,Tony Cinciripini,Cowboy Pictures,Michael Spiller,Rosanna Arquette,William Forsythe,Angelina Jolie,Mekhi Phifer,Johnny Whitworth,Crime,1999,,9759.0,400000.0,,,,,,,,1,1998,6,20,3,16,20
Hostage,Fredrik Sundwall,Fredrik Sundwall,,Goran Hallberg,Marcus Schenkenberg,Beatrice Macola,Eve Salvail,Myriam Cyr,David Arrow,Drama,1999,,,,,,,,,,,0,2005,16,10,1,5,17
Hostage,Florent Emilio Siri,Bruce Willis,Miramax,Giovanni Fiore Coltellacci,Bruce Willis,Kevin Pollak,Jimmy Bennett,Michelle Horn,Ben Foster,Action,2005,1.0,34636443.0,60000000.0,75000000.0,Foreign-born,Europe,France,Male,,43000000.0,1,2005,16,10,1,5,17
Idle Hands,Rodman Flender,Suzanne Todd,Sony Pictures,Christopher Baffa),Devon Sawa,Seth Green,Elden Henson,Jessica Alba,Christopher Hart,Comedy,1999,,4002955.0,27500000.0,15000000.0,,,,,,,1,1999,7,19,20,18,18
Illuminata,John Turturro,John M. Penotti,Artisan Entertainment,Harris Savides,,,,,,Comedy,1999,,836641.0,10000000.0,,Native-born,North America (US),US,Male,Caucasian,,0,1998,7,21,3,8,19
In Dreams,Neil Jordan,,Dreamworks SKG,Darius Khondji,Annette Bening,Katie Sagona,Aidan Quinn,Robert Downey Jr.,Paul Guilfoyle,Adaptation,1999,,11927682.0,46200000.0,30000000.0,Foreign-born,Europe,Ireland,Male,Caucasian,,1,1999,5,6,11,4,45
In Too Deep,Michael Rymer,Paul Aaron,Gramercy,Ellery Ryan,,,,,,Action,1999,,14003141.0,13750000.0,7000000.0,Foreign-born,,Australian ,,,1444720.0,0,1999,20,2,21,12,2
Inspector Gadget,David Kellogg,Jordan Kerner,Walt Disney,Adam Greenberg,Matthew Broderick,Rupert Everett,Joely Fisher,Michelle Trachtenberg,Andy Dick,Adaptation,1999,,97403112.0,93500000.0,75000000.0,Native-born,North America (US),US,,,,1,1999,20,2,13,18,2
Instinct,Jon Turteltaub,Michael Taylor,Walt Disney,Philippe Rousselot,Anthony Hopkins,Cuba Gooding Jr.,Donald Sutherland,Maura Tierney,George Dzundza,Adaptation,1999,,34098563.0,41800000.0,55000000.0,Native-born,North America (US),US,Male,Caucasian,,1,1999,6,20,8,0,22
Jakob the Liar,Peter Kassovitz,Marsha Garces Williams,Sony Pictures,Elemer Ragalyi,Robin Williams,Alan Arkin,Bob Balaban,Hannah Taylor Gordon,Michael Jeter,Comedy,1999,,4956401.0,16500000.0,,Foreign-born,,French ,,,,1,1999,2,13,13,5,37
Jawbreaker,Darren Stein,Stacy Kramer,Sony Pictures,Amy Vincent,Rose McGowan,Rebecca Gayheart,Julie Benz,Judy Greer,Chad Christ,Comedy,1999,,3071947.0,4400000.0,3000000.0,Native-born,North America (US),US,,,,0,1999,1,15,6,18,2
Joe the King,Frank Whaley,Robin O'Hara,Trimark,Michael Mayers,Peter Tambakis,Harlee Ott,Camryn Manheim,Travis J. Feretic,Benjamin Stix,Comedy,1999,,59014.0,1250000.0,,Native-born,North America (US),US,Male,Caucasian,,0,1999,1,15,10,18,37
Just the Ticket,Richard Wenk,Gary Lucchesi,MGM,Ellen Kuras,Andy Garcia,Andie MacDowell,Ron Leibman,Elizabeth Ashley,Fred Asparagus,Comedy,1999,,427909.0,11250000.0,,Native-born,North America (US),US,,,,1,1999,7,21,14,14,9
Lake Placid,Steve Miner,David E. Kelley,20th Century Fox,Daryn Okada,Bill Pullman,Bridget Fonda,Oliver Platt,Brendan Gleeson),Betty White,Horror,1999,,31768374.0,17000000.0,,Native-born,North America (US),US,,,,1,1999,2,4,21,18,2
Liberty Heights,Barry Levinson,Barry Levinson,Warner Bros.,Christopher Doyle,Adrien Brody,Joe Mantegna,Ben Foster,Rebekah Johnson,Justin Chambers,Comedy,1999,,3732398.0,27500000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1999,4,11,21,18,13
Life,Ted Demme,Brian Grazer,Universal,Geoffrey Simpson,Eddie Murphy,Martin Lawrence,Obba Babatundé,Nick Cassavetes,Anthony Anderson,Comedy,1999,,64016268.0,77000000.0,75000000.0,Native-born,North America (US),US,,,9459000.0,1,1999,10,3,11,18,2
Light It Up,Craig Bolotin,Tracey Edmonds,20th Century Fox,Elliot Davis,Usher,Forest Whitaker,Rosario Dawson,Robert Ri'chard,Judd Nelson,Action,1999,,5871603.0,14300000.0,13000000.0,Native-born,North America (US),US,,,,1,1999,1,15,13,18,2
Little Man,Howard Libov,Patrick McDarah,,Benjamin P Wolf,Robert Hogan,R E Rodgers,Clare Hoak,Frankie Muniz,Joseph Temperini,Drama,1999,,,,,,,,,,,0,2006,18,3,13,12,18
Little Man,Nicole Conn,Nicole Conn,Jour De Fete,Joe Van Witsen,,,,,,Documentary,2005,4.0,,,,,,,,,,0,2006,18,3,13,12,18
Little Man,Keenen Ivory Wayans,Marlon Wayans,Sony Pictures,Steven Bernstein,Shawn Wayans,Marlon Wayans,Kerry Washington,Tracy Morgan,John Witherspoon,Comedy,2006,3.0,58255287.0,64000000.0,64000000.0,Native-born,North America (US),US,,,43000000.0,1,2006,18,3,13,12,18
Love Happens,Tony Cookson,Brent Morris,,John Leuba,Megyn Price,Ken Marino,Jenica Bergere,Ryan Bollman,Elizabeth Lackey,Comedy,1999,,,,,,,,,,,0,2009,7,19,7,22,22
Love Happens,Brandon Camp,Mike Thompson,Universal,Eric Alan Edwards,Aaron Eckhart,Jennifer Aniston,Dan Fogler,John Carroll Lynch,Martin Sheen,Drama,2009,3.0,22927390.0,18000000.0,18000000.0,,,,Male,Caucasian,13167904.0,1,2009,7,19,7,22,22
Magnolia,Paul Thomas Anderson,JoAnne Sellar,New Line Cinema,Robert Elswit,Jeremy Blackman,Michael Bowen,Tom Cruise,Melinda Dillon,Henry Gibson,Drama,1999,,22450975.0,38500000.0,37000000.0,Native-born,North America (US),US,Male,Caucasian,25995827.0,1,1999,13,18,20,18,2
Man on the Moon,Milos Forman,Danny DeVito,Universal,Anastas Michos,Jim Carrey,Danny DeVito,Courtney Love,Gerry Becker,Greyson Pendry,Biopic,1999,,34566795.0,55000000.0,,Foreign-born,,,,,,1,1999,10,17,16,5,2
Mickey Blue Eyes,Kelly Makin,Elizabeth Hurley,Warner Bros.,Donald E. Thorin,,,,,,Comedy,1999,,33864342.0,23500000.0,,Foreign-born,North America (Canada),Canadian,,,,0,1999,6,20,1,18,18
Miss Julie,Mike Figgis,Mike Figgis,MGM,Benoît Delhomme,Saffron Burrows,Peter Mullan,Maria Doyle Kennedy,Tam Dean Burn,Heathcote Williams,Adaptation,1999,,13107.0,9375000.0,,Foreign-born,Africa,Kenya,Male,Caucasian,17190.0,0,1999,3,14,12,22,43
Mumford,Lawrence Kasdan,Charles Okun,Walt Disney,Ericson Core,Loren Dean,Hope Davis,Jason Lee,Alfre Woodard,Mary McDonnell,Comedy,1999,,4554569.0,20350000.0,28700000.0,Native-born,North America (US),US,,,,1,1999,7,21,12,7,28
Music of the Heart,Wes Craven,Marianne Maddalena,Miramax,Peter Deming,Meryl Streep,Angela Bassett,Aidan Quinn,Cloris Leachman,Jane Leeves,Adaptation,1999,,14849583.0,30250000.0,,,,,,,,1,1999,1,15,10,18,2
My Favorite Martian,Donald Petrie,Jerry Leider,Walt Disney,Thomas Ackerman,,,,,,Comedy,1999,,36830057.0,60500000.0,60000000.0,Native-born,North America (US),US,Male,Caucasian,,0,1999,19,13,17,18,2
Mystery Men,Kinka Usher,Lawrence Gordon,Universal,Stephen H Burum,Hank Azaria,Janeane Garofalo,William H. Macy,Kel Mitchell,Paul Reubens,Action,1999,,29762011.0,41250000.0,68000000.0,Foreign-born,,French ,,,3700000.0,1,1999,19,13,2,18,2
"Mystery, Alaska",Jay Roach,David E. Kelley,Walt Disney,Peter Deming,Russell Crowe,Hank Azaria,Mary McCormack,Burt Reynolds,Colm Meaney,Comedy,1999,,8891623.0,30800000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1999,8,8,6,18,2
Never Been Kissed,Raja Gosnell,Sandy Isaac,20th Century Fox,Alex Nepomniaschy,,,,,,Comedy,1999,,55469238.0,27500000.0,,Native-born,North America (US),US,Male,Caucasian,,0,1999,1,15,10,18,2
New Rose Hotel,Abel Ferrara,Edward R. Pressman,Avalanche Releasing,Ken Kelsch,Christopher Walken,Willem Dafoe,Asia Argento,Yoshitaka Amano,Annabella Sciorra,Adaptation,1999,,20416.0,700000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1998,21,5,0,2,41
