Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo
Mic and the Claw,Kevin Hynes,NA,NA,NA,Michael Scott,Jon Jacobs,NA,NA,NA,Comedy,2000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Jordan to the Max,James D. Stern,Donald Kempf,Giant Screen Films,James Neihouse,Michael Jordan,David Stern,Doug Collins,Phil Jackson,Bob Costas,Documentary,2000,2,18642318,8.00E+06,NA,Native-born,North America (US),US,Male,NA,NA
Midnight 5,Rolfe Kanefsky,Alain Siritzky,NA,NA,Carol Kane,Tamara Craig Thomas,Alexis Arquette,Karim Prince,Jennifer Lambert,Drama,2000,NA,NA,NA,NA,Native-born,North America (US),US,Male,NA,NA
Miss Congeniality,Donald Petrie,Sandra Bullock,Warner Bros.,Laszlo Kovacs,Sandra Bullock,Michael Caine,Benjamin Bratt,Candice Bergen,William Shatner,Action,2000,4,106807667,4.50E+07,4.50E+07,Native-born,North America (US),US,Male,Caucasian,106613284
Mission,Loren Marsh,Loren Marsh,NA,Matthew Uhry,Chris Coburn,Joshua Leonard,Adam Arkin,Bellamy Young,Sandrine Holt,Drama,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mission to Mars,Brian De Palma,Tom Jacobson,Walt Disney,Stephen H Burum,Gary Sinise,Tim Robbins,Don Cheadle,Connie Nielsen,Jerry O'Connell,Action,2000,1,60874615,115500000,9.00E+07,Native-born,North America (US),US,Male,Caucasian,45125385
Mission: Impossible 2,John Woo,Tom Cruise,Paramount Pictures,Jeffrey L Kimball,Tom Cruise,Dougray Scott,Thandie Newton,Ving Rhames,Richard Roxburgh,Action,2000,2,215397307,128700000,1.20E+08,Foreign-born,Asia,China,Male,Asian,334178627
Moving Target,Paul Ziller,Roger Corman,NA,Yoram Astrachan,"Don ""The Dragon"" Wilson",Hilary Kavanagh,Terry McMahon,Eileen McCloskey,Lisa Duane,Action,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mr. Rice's Secret,Nicholas Kendall,Colleen Elizebeth Nystedt),Panorama Entertainment,Gregory Middleton,David Bowie,Bill Switzer,Teryl Rothery,Garwin Sanford,Zach Lipovsky,Drama,2000,4,NA,NA,NA,Foreign-born,NA,NA,NA,NA,NA
Muri Romani,Jon Jost,Jon Jost,NA,Jon Jost,NA,NA,NA,NA,NA,Experimental,2000,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
MVP: Most Valuable Primate,Robert Vince,Ian Fodie,Keystone,Glen Winter,Kevin Zegers,Jamie Renee Smith,Russell Ferrier,Rick Ducommun,Oliver Muirhead,Comedy,2000,3,1338125,1250000,NA,Foreign-born,North America (Canada),Canada,Male,NA,NA
My Brother the Pig,Erik Fleming,Phil Botna,Unapix Entertainment,Michael L Stone,Scarlett Johansson,Judge Reinhold,Alex D Linz,Romy Walthall,Eva Mendes,Family,2000,NA,NA,5.00E+06,NA,Native-born,North America (US),US,NA,NA,NA
My Dog Skip,Jay Russell,Mark Johnson,Warner Bros.,James L Carter,Frankie Muniz,Diane Lane,Luke Wilson,Kevin Bacon,Mark Beech,Adaptation,2000,1,34062493,7700000,7.00E+06,Native-born,North America (US),US,NA,NA,1695679
My Five Wives,Sidney J. Furie,John A Curtis,Artisan Entertainment,Curtis Petersen,Rodney Dangerfield,Andrew Dice Clay,Molly Shannon,John Byner,NA,Comedy,2000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
My Generation,Barbara Kopple,Barbara Kopple,NA,Tom Hurwitz,Michael Lang,NA,NA,NA,NA,Documentary,2000,NA,NA,NA,NA,Native-born,North America (US),US,Female,Caucasian,NA
Nach dem Fall,Frauke Sandig,Frauke Sandig,NA,Eric Black,NA,NA,NA,NA,NA,Documentary,2000,NA,NA,NA,NA,Foreign-born,NA,NA,NA,NA,NA
Next Friday,Steve Carr,Ice Cube,New Line Cinema,Christopher Baffa),Ice Cube,Mike Epps,Justin Pierce,John Witherspoon,"Don ""DC"" Curry",Comedy,2000,1,57176582,9500000,9500000,Native-born,North America (US),US,Male,Caucasian,2498725
Nikita Blues,Marc Cayce,Mark Bush,NA,Pierre Chemaly,Essence Atkins,William L Johnson,Kenny Lee,Mari Morrow,Eddy Rubin,Drama,2000,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
North Beach,Jed Mortenson,Jed Mortenson,NA,Mark Herzig,Casey Peterson,Jennifer Milmore,Richard Speight Jr.,Gabrielle Anwar,Jim Hanna,Comedy,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Now Chinatown,Steven Dunning,Steven Dunning,NA,Jeff Orsa,Lianne X. Hu,Steven Dunning,Michael Minh,Benjamin Lum,Jack C Huang,Drama,2001,1,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Nowhere Land,Rupert Hitzig,Richard Mann,NA,NA,Dina Meyer,Peter Dobson,Francesco Quinn,Jon Polito,Martin Kove,Action,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nurse Betty,Neil LaBute,Gail Mutrux,USA Films,Jean-Yves Escoffier,Morgan Freeman,Renée Zellweger,Chris Rock,Greg Kinnear,Aaron Eckhart,Adaptation,2000,3,25167270,2.30E+07,2.40E+07,Native-born,North America (US),US,Male,Caucasian,2562312
Nutty Professor II: The Klumps,Peter Segal,Brian Grazer,Universal,Dean Semler,Eddie Murphy,Janet Jackson,Larry Miller,John Ales,Richard Gant,Comedy,2000,3,123305415,92950000,8.40E+07,Native-born,North America (US),US,Male,Caucasian,4.30E+07
"O Brother, Where Art Thou?",Joel Coen,Ethan Coen,Walt Disney,Roger Deakins,George Clooney,John Turturro,Tim Blake Nelson,John Goodman,Holly Hunter,Comedy,2000,4,45506619,4.40E+07,2.60E+07,Native-born,North America (US),US,Male,Caucasian,30257195
Obsession Kills,Peter Maris,Sunny Maris,NA,NA,Lisa Comshaw,Carrie Genzel,Sam Jones,Robert Miano,Jeff Rector,Thriller,2000,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Ocean Oasis,Soames Summerhays,Soames Summerhays,Summerhays Films,James Neihouse,Mercedes Eugenia Guerrero-Ruiz,NA,NA,NA,NA,Documentary,2000,3,NA,NA,NA,Foreign-born,NA,NA,NA,NA,NA
Of Civil Wrongs and Rights: The Fred Korematsu Story,Eric Paul Fournier,Dorka Keehn,NA,Peter McCandless,NA,NA,NA,NA,NA,Documentary,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olive Juice,Ken Hastings,Nicholas D Karvounis,NA,Alex Karvounis,Leighanne Wallace,James Berlau,Jay Love,Jim R. Coleman,Brian Littrell,Comedy,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
On Common Ground,Jessica Glass,NA,NA,NA,Tom Brokaw,Walter Cronkite,John Kenneth Galbraith,David Goldhagen,NA,Documentary,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
On the Rocks,Heather Buchanan,Heather Buchanan,NA,Axel Baumann,NA,NA,NA,NA,NA,Comedy,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
On the Run,Bruno de Almeida,Tino Navarro,Phaedra Cinema,Igor Sunara,Michael Imperioli,John Ventimiglia,Drena De Niro,Victor Argo,Tom Gilroy,Comedy,2000,3,22605,650000,NA,Foreign-born,NA,Portuguese,Male,NA,NA
On Tiptoe: Gentle Steps to Freedom,Eric Simonson,Lelai Diemoz,NA,Jan Maliszewski,Ladysmith Black Mambazo,Paul Simon,Patrick Bhutelezi,Joseph Shabalala,NA,Documentary,2000,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Once and Future Queen,Todd Verow,Jim Dwyer,NA,Todd Verow,Philly,Jim Dwyer,Bil Dwyer,Brenda Velez,Eric Sapp,Drama,2000,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Once in the Life,Laurence Fishburne,David Bushell,Lionsgate,Richard Turne,Laurence Fishburne,Titus Welliver,Gregory Hines,Annabella Sciorra,Eamonn Walker,Adaptation,2000,4,53454,1.00E+07,NA,Native-born,North America (US),US,NA,NA,NA
One,Tony Barbieri,Richard D. Zanuck,Shooting Gallery Pictures,Matthew Irving,Kane Picoy,Jason Cairns,Autumn MacIntosh,Edward Lynch,Gabriell Ruvolo,Drama,2000,4,21496,20000,NA,Native-born,North America (US),US,NA,NA,NA
One Day in September,Kevin Macdonald,John Battsek,Sony Pictures,Alwin Kuchler,NA,NA,NA,NA,NA,Documentary,2000,4,181093,875000,NA,Foreign-born,Europe,United Kingdom,Male,NA,NA
Other Voices,Dan McCormack,Shelly Strong,Beyond Films,Dan Gillham,Ricky Aiello,David Aaron Baker,Stockard Channing,Peter Gallagher,Mary McCormack,Drama,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Our Lips Are Sealed,Craig Shapiro,Neil Steinberg,NA,David Lewis,Mary-Kate Olsen,Ashley Olsen,NA,NA,NA,Comedy,2000,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Out of Line,Johanna Demetrakas,Harvey Kahn,NA,David Pelletier,Jennifer Beals,Holt McCallany,Michael Moriarty,Christopher Judge,Rick Ravanello,Romance,2000,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Out: The Making of a Revolutionary,NA,NA,NA,NA,NA,NA,NA,NA,NA,Documentary,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panic,Henry Bromell,Andrew Lazar,Roxie Releasing,Jeffrey Jur,NA,NA,NA,NA,NA,Biopic,2000,3,775812,1.20E+07,1.00E+06,Native-born,North America (US),US,NA,NA,646570
Paragraph 175,Robert Epstein,Robert Epstein,New Yorker Films,Bernd Meiners,NA,NA,NA,NA,NA,Documentary,2000,3,96228,450000,NA,Native-born,North America (US),US,NA,NA,NA
Partners in Crime,Jennifer Warren,Ram Bergman,NA,Stevan Larner,Rutger Hauer,Paulina Porizkova,Andrew Dolan,Michael Flynn,NA,Action,2000,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Passion of Mind,Alain Berliner,Carole Scotta,Paramount Pictures,Eduardo Serra,NA,NA,NA,NA,NA,Drama,2000,2,769009,20625000,NA,Foreign-born,NA,Belgian,NA,NA,NA
Pay It Forward,Mimi Leder,Steven Reuther,Warner Bros.,Oliver Stapleton,Kevin Spacey,Helen Hunt,Haley Joel Osment,Jay Mohr,Jim Caviezel,Adaptation,2000,4,33508922,4.40E+07,NA,Native-born,North America (US),US,Female,Caucasian,NA
Pay the Price,Darryl D Lassiter,Darryl D Lassiter,NA,Silvia Jackson,Anthony J Brown,Tim Hughes,Neal R. Hazard,Jammerio,Corey Creenshaw,Comedy,2000,NA,NA,1.00E+06,NA,NA,NA,NA,NA,NA,NA
pickAxe,Tim Ream,Tim Ream,NA,Tim Lewis,Tim Ream,NA,NA,NA,NA,Documentary,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picking Up the Pieces,Alfonso Arau,Paul L Sandberg,NA,Vittorio Storaro,Woody Allen,Fran Drescher,Maria Grazia-Cucinotta,Sharon Stone,David Schwimmer,Comedy,2000,2,NA,NA,NA,Foreign-born,NA,Mexican,NA,NA,NA
