Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo,topstar
Austin Powers: the Spy Who Shagged Me,Jay Roach,John S. Lyons,Alliance Films,Ueli Steiger,Mike Myers,Heather Graham,Michael York,Robert Wagner,Rob Lowe,Comedy,1999,,205957794.0,38500000.0,,Native-born,North America (US),US,Male,Caucasian,,1
B. Monkey,Michael Radford,,Miramax,,Asia Argento,Jared Harris,Rupert Everett,Jonathan Rhys Meyers,Juliet Wallace,Adaptation,1999,,34524.0,7093750.0,,Foreign-born,Asia,India,Male,,,1
Babie,Jonathan Michals,Allan Elfman,,Jonathan Michals,Jonathan Michals,,,,,,1999,,,,,,,,,,,0
Baby Geniuses,Bob Clark,Steven Paul,TriStar Pictures,Stephen M Katz,Kathleen Turner,Christopher Lloyd,Kim Cattrall,Peter MacNicol,Dom DeLuise,Adventure,1999,,27141959.0,44000000.0,,Native-born,North America (US),US,,,,1
Backgammon,Ziri Rideaux,Ziri Rideaux,,,Wendy Brown,Angela Masden,Josh Cox,Armin Marewski,,Comedy,1999,,,,,,,,,,,0
Backroads,Shirley Cheechoo,Shirley Cheechoo,,Jonathan Brown,Renae Morriseau,Sheila Tousey,Shirley Cheechoo,Greta Cheechoo,Max Martini,Drama,1999,,,,,Foreign-born,,,,,,0
Bad Money,John Hazlett,John Hazlett,Red Sky Entertainment,Alex Vendler,Graham Greene,Karen Sillas,Stephen Spender,Joe Turvey,Alisen Down,Comedy,1999,,,,,,,,,,,1
Bad Trip,Erik Fleming,Chris Palzis,,Michael L Stone,Coolio,Ethan Suplee,Kevin Connolly,Merle Kennedy,Kristin Minter,Comedy,1999,,,,,Native-born,North America (US),US,,,,0
Bats,Louis Morneau,Brad Jenkel,Destination,George Mooradian,Lou Diamond Phillips,Dina Meyer,Bob Gunton,Leon Robinson,Carlos Jacott,Horror,1999,,10149779.0,12000000.0,,Native-born,North America (US),US,,,,0
Beautiful Joe,Stephen Metcalfe,Steven Haft,Stratosphere Entertainment,Thomas Ackerman,Billy Connolly,Sharon Stone,Ian Holm,Gil Bellows,Barbara Tyson,Drama,2000,,,20000000.0,,Native-born,North America (US),US,,,,1
Beautopia,Katharina Otto,Katharina Otto,Fox Lorber Associates,Oliver Bokelberg,Sarah Cookson,Dana Douglas,Susanne Hope,Petra Svabenska,Naomi Campbell,Documentary,1999,,,,,Foreign-born,,,,,,0
Being John Malkovich,Spike Jonze,Michael Stipe,Gramercy Pictures,Lance Acord,John Malkovich,John Cusack,Cameron Diaz,Ned Bellamy,Eric Weinstein,Comedy,1999,,22858926.0,12500000.0,,Native-born,North America (US),US,,,,1
Believe,Robert Tinnell,Richard Goudreau,,Pierre Jodoin,Ben Gazzara,Jan Rubes,Andrea Martin,Ricky Mabe,Mario Boni,Horror,1999,,,,,,,,Male,,,0
Belly Fruit,Kerri Lee Green,Bonnie Dickenson,Seventh Art Releasing,Peter Calvin,Tamara LaSeon Bass,Tonatzin Mondragon,Kelly Vint,T.E. Russell,Kimberly Scott,Adaptation,1999,,,,,,,,,,,0
Best Laid Plans,Mike Barker,Alan Greenspan,Searchlight Pictures,Ben Seresin,Reese Witherspoon,Josh Brolin,Alessandro Nivola,Rocky Carroll,Michael G. Hagerty,Crime,1999,,25651.0,8750000.0,,Foreign-born,,British,,,,1
Best Man:,Ira Wohl,Ira Wohl,Only Child Motion Pictures,Tom McDonough,Philip Wohl,Frances Reiss,,,,Documentary,1999,,,,,Native-born,North America (US),US,,,,0
Between Girls,Julie Blumberg,,,,,,,,,Drama,1999,,,,,,,,,,,0
Beyond the Mat,Barry Blaustein,Brian Grazer,Universal,Michael Grady,,,,,,Documentary,1999,,2047570.0,1500000.0,500000.0,Native-born,North America (US),US,,,,0
Beyond the Pale,George Bazala,Patrick Clarke,,Adam Vardy,Patrick Clarke,Conn Horgan,Beverly Elder,Malachy McCourt,Roger Davis,Drama,1999,,,500000.0,,,,,,,,0
Bhopal Express,Mahesh Mathai,Deepak Nayar,Phaedra Cinema,Mahesh Mathai,Nethra Raghuraman,Naseeruddin Shah,Zeenat Aman,Vijay Raaz,Arvind Pande,Drama,2000,,,,,,,,,,,0
Bicentennial Man,Chris Columbus,Wolfgang Petersen,Walt Disney,,,,,,,Adaptation,1999,,58220776.0,115500000.0,90000000.0,Native-born,North America (US),US,Male,Caucasian,29200000.0,0
Big Daddy,Dennis Dugan,Sid Ganis,Sony Pictures,Theo van de Sande,Adam Sandler,Joey Lauren Adams,Jon Stewart,Cole Sprouse,Dylan Sprouse,Comedy,1999,,163479795.0,35200000.0,30000000.0,Native-born,North America (US),US,,,65161488.0,1
Bingo: The Documentary,John Jeffcoat,Deryn Williams,,John Jeffcoat,,,,,,Documentary,1999,,,,,Native-born,North America (US),US,Male,,,0
Birddog,Kelley Baker,Nicola Silverstone,,Randall S Timmerman,Dougald Park,Don Alder,Tom Lasswell,Jim Cuevas,Duffy Epstein,Drama,1999,,,,,,,,,,,0
Black Eyed Dog,Richard O'Connell,Mikel O'Riordan,,Brian Tramontana,Paul Barnett,Lorcan Keating,Clive Worsley,Pamela Wylie,Dermott Carroll,Drama,1999,,,,,,,,,,,0
Black Male,George Baluzy,Michael Delfay,,,Erik Todd Dellums,Sascha Knopf,Justin Pierce,Roger Rees,Jonathan Staci Kim,Thriller,1999,,,,,,,,,,,0
Blast From the Past,Hugh Wilson,Renny Harlin,New Line Cinema,José Luis Alcaine,,,,,,Comedy,1999,,26543231.0,49500000.0,,Native-born,North America (US),US,,,,0
Blitzkrieg Bop,,,,,The Ramones,Blondie,The Dead Boys,,,Documentary,1999,,,,,,,,,,,0
Blood and Honor,Donald Farmer,Earl Reid,,Johnny David,Miles O'Keefe,Maria Ortiz,Rena Watts,Stancy Clements,Andy Hamrick,Action,1999,,,,,Native-born,North America (US),US,,,,0
Blood Dolls,Charles Band,Charles Band,,Thomas L Callaway,Jack Maturin,Debra Mayer,William Paul Burns,Warren Draper,Nicholas Worth,Fantasy,1999,,,,,Native-born,North America (US),US,,,,0
Blood Money,,,,,,,,,,Thriller,1999,,,,,,,,,,,0
"Blood, Guts, Bullets and Octane",Joe Carnahan,Dan Leis,Lionsgate,John A Jimenez,Mike Maas,Nick Fenske,Mark Priolo,Joe Carnahan,Andrew Fowler,Action,1999,,15035.0,2500000.0,,,,,,,,0
Blue Streak,Les Mayfield,Toby Jaffe,Sony Pictures,David Eggby,Martin Lawrence,Luke Wilson,Dave Chappelle,Peter Greene,Nicole Ari Parker,Action,1999,,68208190.0,41800000.0,36000000.0,Native-born,North America (US),US,,,49239967.0,1
Body Shots,Michael Cristofer,Jennifer Keohane,New Line Cinema,Rodrigo Garcia,Sean Patrick Flanery,Jerry O'Connell,Amanda Peet,Tara Reid,Joe Basile,Comedy,1999,,699964.0,12500000.0,,Native-born,North America (US),US,,,,1
Born to Lose: The Last Rock 'n' Roll Movie,Lech Kowalski,Lech Kowalski,,Marc Brady,Dee Dee Ramone,Johnny Thunders,Willy DeVille,John Spacely,Stiv Bators,Documentary,1999,,,,,Native-born,North America (US),US,,,,0
Bowfinger,Frank Oz,Brian Grazer,Universal,Ueli Steiger,Steve Martin,Eddie Murphy,Heather Graham,Christine Baranski,Jamie Kennedy,Comedy,1999,,66365290.0,60500000.0,55000000.0,,,,,,32241000.0,1
Boys Don't Cry,Kimberly Peirce,Jeffrey Sharp,Fox Searchlight,Jim Denault,Hilary Swank,Chloë Sevigny,Peter Sarsgaard,Brendan Sexton III,Alison Folland,Biopic,1999,,11533945.0,2000000.0,2000000.0,Native-born,North America (US),US,,,9200393.0,1
Breakfast of Champions,Alan Rudolph,David Blocker,Walt Disney,Elliot Davis,Bruce Willis,Albert Finney,Nick Nolte,Barbara Hershey,Glenne Headly,Adaptation,1999,,175370.0,16250000.0,,Native-born,North America (US),US,Male,Caucasian,,1
Breaking Bread,Hamid Rahmanian,Melissa Hibbard,,Sourena Mohammadi,,,,,,Documentary,2000,,,,,Foreign-born,,,,,,0
Bringing Out the Dead,Martin Scorsese,Scott Rudin,Paramount Pictures,Robert Richardson,Nicolas Cage,Patricia Arquette,John Goodman,Ving Rhames,Tom Sizemore,Adaptation,1999,,16640210.0,52800000.0,,Native-born,North America (US),US,Male,Caucasian,,1
Broke Even,David Feldman,Marc Rizzo,,Peter R Hawkins,Kevin Corrigan,Mick Cunningham,Michael Lowry,Elizabeth Berridge,Michael K. Williams,Drama,2000,,,,,Native-born,North America (US),US,,,,0
Brokedown Palace,Jonathan Kaplan,Adam Fields,20th Century Fox,Newton Thomas Sigel,Claire Danes,Kate Beckinsale,Bill Pullman,Jacqueline Kim,Lou Diamond Phillips,Drama,1999,,10114315.0,25300000.0,,Native-born,North America (US),US,,,,1
Broken Vessels,Scott Ziehl,Scott Ziehl,Unapix Films,Antonio Calvache,Todd Field,Jason London,Roxana Zal,Susan Traylor,James Hong,Drama,1999,,13493.0,600000.0,,Native-born,North America (US),US,,,,0
Buena Vista Social Club,Wim Wenders,Ulrich Felsberg,Artisan Entertainment,Robby Müller,,,,,,Documentary,1999,,6997620.0,750000.0,,Foreign-born,Europe,Germany,Male,Caucasian,,0
California Myth,Michel Katz,Arturo Escobar,Hollywood Independents,Angelo Pacifici,Tyrone Power Jr.,Sherry Hursey,Laura Johnson,John Posey,Patricia Charbonneau,Comedy,1999,,,,,,,,,,,0
Call to Witness,Pam Walton,,,,Steve Sabin,Jane Ralph,Anita C Hill,,,Documentary,1999,,,,,,,,,,,0
Camouflage,James Keach,Mark Malis,PM Entertainment/Sunland Entertainment,Thomas Burstyn,Leslie Nielsen,Lochlyn Munro,Vanessa Angel),,,Action,2000,,,20000000.0,,Native-born,North America (US),US,Male,Caucasian,,1
Captive Audience,Mike Gioscia,Kurt St Thomas,,Scott Crawford,Michael Kevin Walker,Daniel Haas,Mike Gioscia,Kat Corbett,Rick Poli,Drama,1999,,,,,,,,,,,0
Captured,Peter Liapis,Pierre David,,M David Mullen,Nick Mancuso,Andrew Divoff,Linda Hoffman,Michael Mahonen,Seth Peterson,Thriller,1999,,,,,Native-born,North America (US),US,,,,0
Casanova Falling,Christopher Kublan,Steve Posen,,Leland Krane,Mark Feuerstein,Amy Redford,Ben Weber,Timothi-Jane Graham,Ali Lauder,Comedy,1999,,,,,,,,Male,,,0
Cash Crop,Stuart Burkin,Lemore Syvan,Artisan Entertainment,Oliver Bokelberg,Arthur Nascarella,Stephen Earnhart,Evan Handler,Wil Horneff,John Slattery,Drama,1999,,,800000.0,,,,,,,,0
Casting Couch,Christopher Clam,Don Pascual,,J Hassan,Holly Sampson,Everett Rodd,Stacie Marie,Taylor St Claire,Kara Styler,Drama,1999,,,,,,,,,,,0
Catalina Trust,Will Conroy,Todd Hagopian,,David Parker,John Shea,Jay Harrington,Arabella Holzbog,David Vegh,Erica Shaffer,Drama,1999,,,,,,,,,,,0
Chac,Kim-Chi Tyler,,,,,,,,,Documentary,1999,,,,,,,,,,,0
Chapter Zero,Aaron Mendelsohn,Tony DiTocco,,Bruce Douglas Johnson,Nikki Valko,Ken Miller,Dylan Walsh,Laurel Holloman,Colm Meaney,Comedy,1999,,,,,,,,,,,0
Charming Billy,Bill Pace,Douglas Huebner,,William Newell,Michael Hayden,Sally Murphy,Chelcie Ross,Tony Mockus Sr.,Adam Tanguay,Drama,2000,,,1000000.0,,,,,,,,0
Cherry,Jon Glascoe,Jon Glascoe,Life Size Releasing,Phil Abraham,Shalom Harlow,David McCallum,Jake Weber,Donovan Leitch,Laurel Holloman,Comedy,1999,,,,,,,,,,,0
Chi Girl,Heidi Van Lier,Heidi Van Lier,,Anders Uhl,Heidi Van Lier,Joe Kraemer,Phil Smith,Scott Benjaminson,Alicia Hyde,Comedy,2000,,,,,,,,,,,0
Children of the Corn 666,Kari Skogland,Bill Barry,,,John Franklin,Stacy Keach,Nancy Allen,Natalie Ramsey,Alix Koromzay,Adaptation,1999,,,,,Foreign-born,,,,,,0
Chill Factor,Hugh Johnson,James G. Robinson,Warner Bros.,David Gribble,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth,David Paymer,Hudson Leick,Action,1999,,11227940.0,41800000.0,,,,,,,,1
Chocolate for Breakfast,Emily Baer,Emily Baer,,Joachin Baca-Say,Isabel Gillies,Brooke Hailet,Marin Hinkle,Callie Thorne,Michael Showalter,Comedy,1999,,,,,,,,,,,0
Citizen Hong Kong,Ruby Yang,Lambert Yam,,Ruby Yang,Edward Chan,Edwin Chan,Qi Ke Jia,Louise Wong,Ed Wu,Documentary,1999,,,,,Foreign-born,,,Female,,,0
Citizen James,Doug E Doug,Doug E Doug,,Andre M Banks,Doug E Doug,Kayinde Harris,Tyrone Jefferson,Albert Shiver Jr.,,Comedy,2000,,,,,Native-born,North America (US),US,,,,0
Close To,David Ottenhouse,,Jour de Fete Films,,Alexis Arquette,Steve Wood,Amy Gaipa,,,Crime,1999,,11377.0,,,,,,,,,0
